# index, name, nodeLabel, _pos
452,MED31,MED31,"array([0.02706345, 1.19083066])"
453,Aats-gln,Aats-gln,"array([0.62214521, 0.81385776])"
454,SpdS,SpdS,"array([0.7360006 , 0.85124662])"
455,CG10508,CG10508,"array([0.05001187, 0.74891616])"
456,CG16721,CG16721,"array([0.17470238, 0.64412322])"
457,Prm,Prm,"array([0.26050983, 0.70265685])"
458,CG10510,CG10510,"array([0.21663644, 0.67083005])"
459,CG4511,CG4511,"array([0.16498663, 0.52340861])"
460,Snx6,Snx6,"array([0.24916147, 0.76804242])"
461,CG10513,CG10513,"array([0.14210006, 0.3345387 ])"
462,CG11726,CG11726,"array([0.09423252, 0.01624826])"
463,CG13168,CG13168,"array([0.19891137, 0.60399663])"
464,Rlb1,Rlb1,"array([0.36430301, 0.31005531])"
465,CG10514,CG10514,"array([0.89945565, 0.97501512])"
466,CG11892,CG11892,"array([0.53921972, 0.94136348])"
467,tub,tub,"array([0.18859766, 1.17421992])"
468,CG14225,CG14225,"array([0.11233028, 1.54290871])"
469,Amph,Amph,"array([0.30025664, 0.79117022])"
470,sti,sti,"array([0.38058465, 1.2095784 ])"
471,CG15715,CG15715,"array([0.4945201 , 1.26301436])"
472,park,park,"array([0.11770624, 1.03687343])"
473,CG12860,CG12860,"array([0.02803278, 0.68275157])"
474,Pkcdelta,Pkcdelta,"array([0.39920113, 1.24136203])"
475,robl,robl,"array([0.29777493, 0.84172058])"
476,Pvf1,Pvf1,"array([0.28566294, 1.15860712])"
477,CG10527,CG10527,"array([0.11218141, 0.73683579])"
478,CG13321,CG13321,"array([0.0276999 , 0.79600977])"
479,CG13928,CG13928,"array([0.19802525, 0.85761   ])"
480,CG3884,CG3884,"array([-0.03879095,  0.88938005])"
481,\"fs(2)ltoPP43\",\"fs(2)ltoPP43\","array([0.03948446, 0.60697187])"
482,CG16812,CG16812,"array([-0.01124237,  0.89156285])"
483,CG3281,CG3281,"array([-0.02143706,  0.55294308])"
484,Cht9,Cht9,"array([0.5894742 , 0.63871287])"
485,CG12773,CG12773,"array([0.88747626, 0.51070276])"
486,CG14968,CG14968,"array([0.63640716, 0.72260344])"
487,Elp1,Elp1,"array([-0.33787966,  0.87187714])"
488,CG30393,CG30393,"array([-0.1832414 ,  0.95037495])"
489,cpa,cpa,"array([0.3467291 , 0.70917481])"
490,cpb,cpb,"array([0.35508061, 0.81276117])"
491,CG9014,CG9014,"array([0.04057179, 0.63575854])"
492,CG10550,CG10550,"array([0.64016823, 0.77268534])"
493,CG13996,CG13996,"array([0.40751232, 0.87991164])"
494,CG1746,CG1746,"array([0.46666158, 0.8901957 ])"
495,CG10559,CG10559,"array([-0.19695502,  0.76242363])"
496,CG1690,CG1690,"array([-0.4282647 ,  0.71793085])"
497,Fis1,Fis1,"array([-0.03991149,  0.71616283])"
498,CG18624,CG18624,"array([-0.22688841,  1.03871639])"
499,CG2813,CG2813,"array([-0.50122698,  0.69970417])"
500,gb,gb,"array([-0.5561997 ,  0.67710023])"
501,CG10565,CG10565,"array([0.56849628, 0.52375387])"
502,CG11852,CG11852,"array([0.42006032, 0.25927475])"
503,CG10566,CG10566,"array([0.37129825, 0.75419054])"
504,PICK1,PICK1,"array([0.50721569, 1.02005146])"
505,CG10570,CG10570,"array([-0.29054498,  0.595041  ])"
506,CG1461,CG1461,"array([-0.04952446,  0.72195755])"
507,CG9578,CG9578,"array([-0.14063288,  0.58897689])"
508,ko,ko,"array([-0.03489021,  0.8545083 ])"
509,CG8407,CG8407,"array([-0.23380353,  1.01041567])"
510,I-2,I-2,"array([0.01681561, 1.10483873])"
511,Pp1-87B,Pp1-87B,"array([0.01840243, 1.06097198])"
512,CG10576,CG10576,"array([0.36064021, 0.65055633])"
513,so,so,"array([0.16763066, 0.94787446])"
514,DnaJ-1,DnaJ-1,"array([0.15471876, 0.79046969])"
515,eRF1,eRF1,"array([0.08546888, 1.14661862])"
516,CG7371,CG7371,"array([0.033415  , 0.64453465])"
517,Sin,Sin,"array([0.1458887 , 0.45236244])"
518,ftz,ftz,"array([0.1208102 , 0.88034753])"
519,CG5147,CG5147,"array([0.12694778, 0.41040338])"
520,CG10589,CG10589,"array([0.61571999, 0.46147179])"
521,Phm,Phm,"array([0.5669111 , 0.65444267])"
522,CG10590,CG10590,"array([0.39010777, 0.20874803])"
523,CG11753,CG11753,"array([0.26470353, 0.58255728])"
524,Acer,Acer,"array([0.57007006, 1.11762001])"
525,CG5844,CG5844,"array([0.59434004, 1.02622306])"
526,CG15042,CG15042,"array([0.88870484, 0.80426698])"
527,bsh,bsh,"array([0.02166432, 0.82989546])"
528,RpL17,RpL17,"array([0.21215056, 0.79271469])"
529,Spx,Spx,"array([0.08475304, 0.7598359 ])"
530,ninaE,ninaE,"array([0.03772836, 1.04601705])"
531,C15,C15,"array([0.05360134, 0.76425474])"
532,caup,caup,"array([0.22544977, 1.16535988])"
533,dod,dod,"array([0.31494197, 0.87723599])"
534,CG7381,CG7381,"array([-0.09261233,  0.97444286])"
535,ECSIT,ECSIT,"array([-0.14598293,  0.88854895])"
536,CG15863,CG15863,"array([0.01081703, 0.52490076])"
537,CG10616,CG10616,"array([-0.20892319,  0.78595843])"
538,CG4955,CG4955,"array([-0.50585953,  0.57280044])"
539,tup,tup,"array([0.05819357, 0.89797329])"
540,Lim3,Lim3,"array([0.0842379 , 0.70417833])"
541,CG11883,CG11883,"array([-0.09669576,  0.55798472])"
542,Pgam5,Pgam5,"array([-0.05811532,  0.93630823])"
543,Fmr1,Fmr1,"array([0.22303078, 0.93808929])"
544,CG10621,CG10621,"array([0.24650154, 0.60984453])"
545,Cpr100A,Cpr100A,"array([-0.00433908,  0.691424  ])"
546,CG10627,CG10627,"array([0.00573594, 0.70454894])"
547,beta-Spec,beta-Spec,"array([0.1114109 , 1.08115676])"
548,CG10631,CG10631,"array([0.67703298, 0.87814491])"
549,CG12391,CG12391,"array([0.62270547, 0.68025902])"
550,sowah,sowah,"array([-0.12423119,  0.69571895])"
551,CG10635,CG10635,"array([-0.21073989,  0.61770557])"
552,CG10914,CG10914,"array([-0.1679272 ,  0.86980226])"
553,SIP3,SIP3,"array([-0.00299203,  0.66569237])"
554,CG42700,CG42700,"array([0.12408794, 0.87096585])"
555,CG18259,CG18259,"array([0.0388609 , 0.76378196])"
556,lama,lama,"array([-0.16848114,  0.69650361])"
557,Jon66Cii,Jon66Cii,"array([-0.53405063,  0.72478684])"
558,CG10651,CG10651,"array([-0.05310772,  1.53141623])"
559,Dok,Dok,"array([0.03678287, 1.17307805])"
560,hk,hk,"array([0.24998242, 0.84901202])"
561,CG15071,CG15071,"array([0.10673077, 0.7304043 ])"
562,CG10654,CG10654,"array([0.07564048, 0.70771541])"
563,CG14011,CG14011,"array([0.19034499, 0.90732803])"
564,CG17801,CG17801,"array([0.07874387, 0.58943909])"
565,CG17855,CG17855,"array([0.08975783, 0.67446616])"
566,CG4730,CG4730,"array([-0.02952037,  0.8767232 ])"
567,CG8301,CG8301,"array([0.03155456, 0.78777657])"
568,CG10657,CG10657,"array([0.50769356, 0.78839046])"
569,Arp87C,Arp87C,"array([0.29646139, 0.81894889])"
570,CG10663,CG10663,"array([0.01839285, 0.63822411])"
571,CG17838,CG17838,"array([0.19298391, 0.54175187])"
572,CG11790,CG11790,"array([0.63224951, 1.02489357])"
573,CG10673,CG10673,"array([-0.31860242,  1.02235337])"
574,Axud1,Axud1,"array([-0.13053833,  1.08915548])"
575,CG10674,CG10674,"array([0.89425215, 1.1407084 ])"
576,CG1544,CG1544,"array([0.55841043, 1.01041636])"
577,Nedd8,Nedd8,"array([0.02817987, 0.6353178 ])"
578,Den1,Den1,"array([-0.08649514,  0.44186509])"
579,CG10681,CG10681,"array([-0.19553727,  0.78764322])"
580,ns3,ns3,"array([-0.07178203,  0.57805741])"
581,blos1,blos1,"array([0.00340679, 0.75169765])"
582,sec6,sec6,"array([0.06912762, 0.95295731])"
583,rhi,rhi,"array([0.27819084, 0.91300554])"
584,Rpt6R,Rpt6R,"array([0.09739673, 0.6518785 ])"
585,CG2678,CG2678,"array([0.21882534, 0.82365973])"
586,dx,dx,"array([0.12969247, 0.86195724])"
587,cnn,cnn,"array([0.09461201, 0.83585006])"
588,\"l(2)37Cg\",\"l(2)37Cg\","array([0.31229241, 0.64573781])"
589,CG1138,CG1138,"array([0.28406617, 0.50752965])"
590,CG13957,CG13957,"array([0.56845473, 0.81043839])"
591,CG14471,CG14471,"array([0.62115544, 0.86048196])"
592,CG3756,CG3756,"array([-0.01815823,  0.45602159])"
593,Pat1,Pat1,"array([-0.02338101,  0.74330018])"
594,CG17658,CG17658,"array([0.49581499, 0.81436402])"
595,CG6470,CG6470,"array([-0.09484377,  0.57920165])"
596,CG6511,CG6511,"array([-0.38235228,  0.53971721])"
597,pcs,pcs,"array([0.14307798, 0.82874108])"
598,Pu,Pu,"array([-0.01993471,  0.69489379])"
599,CG2950,CG2950,"array([-0.06561665,  0.6596475 ])"
600,Gnf1,Gnf1,"array([-0.01200908,  0.90824419])"
601,CG18371,CG18371,"array([-0.05799142,  0.31830048])"
602,\"l(3)j2D3\",\"l(3)j2D3\","array([0.03116735, 0.72751216])"
603,CG6972,CG6972,"array([-0.11752492,  0.79649438])"
604,CG8461,CG8461,"array([0.05106596, 0.28070474])"
605,NK7.1,NK7.1,"array([-0.20505312,  0.7683994 ])"
606,Alh,Alh,"array([0.19060427, 0.95540344])"
607,Hsp27,Hsp27,"array([0.26471225, 0.76247849])"
608,Moe,Moe,"array([0.32817572, 0.93755566])"
609,CG10703,CG10703,"array([0.12365606, 0.5860041 ])"
610,toe,toe,"array([-0.38140331,  1.11142069])"
611,CG3880,CG3880,"array([-0.01065257,  0.95151995])"
612,E2f2,E2f2,"array([0.03442537, 0.92635082])"
613,CG15109,CG15109,"array([0.08480831, 0.86268097])"
614,Dp,Dp,"array([0.17549295, 1.06917523])"
615,CG10710,CG10710,"array([0.29711377, 0.75020772])"
616,CG11796,CG11796,"array([0.28855771, 0.36404904])"
617,Bet1,Bet1,"array([0.46431521, 1.02573588])"
618,CG5792,CG5792,"array([0.13592689, 0.79494271])"
619,Chro,Chro,"array([-0.04171025,  1.02738204])"
620,\"l(3)mbt\",\"l(3)mbt\","array([-0.18176846,  1.29303479])"
621,CG10721,CG10721,"array([0.36357302, 0.5359899 ])"
622,CG1503,CG1503,"array([0.72072717, 0.55896997])"
623,CG5924,CG5924,"array([0.42913995, 0.72684376])"
624,vls,vls,"array([0.09359794, 1.12108832])"
625,dimm,dimm,"array([0.04712826, 0.88783949])"
626,CG10732,CG10732,"array([0.59158974, 1.18793931])"
627,Oatp74D,Oatp74D,"array([0.85570003, 1.31872872])"
628,CG10734,CG10734,"array([0.58753249, 1.44050205])"
629,mle,mle,"array([0.36175025, 1.13708223])"
630,CG10743,CG10743,"array([0.59933768, 0.35924011])"
631,CG10749,CG10749,"array([-0.24584341,  0.5849029 ])"
632,CG14210,CG14210,"array([-0.1595847 ,  0.68376143])"
633,CG10750,CG10750,"array([0.28099817, 0.60015927])"
634,CG11656,CG11656,"array([0.19479395, 0.73309936])"
635,Pglym87,Pglym87,"array([0.46506909, 0.66430363])"
636,Nup62,Nup62,"array([0.14560267, 0.65355988])"
637,dysb,dysb,"array([0.11458602, 0.72876812])"
638,CG13074,CG13074,"array([0.28257865, 0.76771688])"
639,CG10752,CG10752,"array([0.50195672, 0.33643541])"
640,CG3630,CG3630,"array([0.28268917, 0.64789971])"
641,SmD1,SmD1,"array([0.2180628 , 1.25425715])"
642,HP5,HP5,"array([0.12958683, 0.9795416 ])"
643,CG4116,CG4116,"array([0.17520495, 0.90215191])"
644,CG10754,CG10754,"array([0.50269881, 0.43332177])"
645,CG12029,CG12029,"array([0.68734109, 0.17411723])"
646,Taf13,Taf13,"array([0.25930958, 0.39313006])"
647,Taf11,Taf11,"array([0.31792232, 0.69639233])"
648,Fip1,Fip1,"array([0.05345359, 0.86907199])"
649,Clp,Clp,"array([0.05003654, 0.89800168])"
650,ng1,ng1,"array([0.46528587, 1.05320715])"
651,ea,ea,"array([0.19715314, 1.10206704])"
652,dm,dm,"array([0.21303897, 1.07075026])"
653,beat-IIa,beat-IIa,"array([0.40353577, 1.3947438 ])"
654,CG1681,CG1681,"array([0.35023591, 0.7522517 ])"
655,thoc7,thoc7,"array([-0.00995076,  0.98966092])"
656,Octbeta2R,Octbeta2R,"array([0.33431533, 1.43763678])"
657,CG31523,CG31523,"array([0.35901363, 0.79623314])"
658,ND23,ND23,"array([0.57327083, 0.76911361])"
659,Ets97D,Ets97D,"array([-0.02472539,  0.91647385])"
660,Sdic1,Sdic1,"array([0.42281093, 1.40025977])"
661,Max,Max,"array([0.26430225, 1.36230024])"
662,CG10799,CG10799,"array([ 3.55409142, -1.98872575])"
663,CG1640,CG1640,"array([ 3.55490071, -1.93855254])"
664,Rca1,Rca1,"array([0.08759407, 0.7685459 ])"
665,CG11444,CG11444,"array([0.25101375, 0.49327115])"
666,olf413,olf413,"array([-0.20034319,  0.50353418])"
667,CG13133,CG13133,"array([0.35091016, 0.6187839 ])"
668,CG13822,CG13822,"array([0.18751096, 0.57943823])"
669,CG14151,CG14151,"array([0.30949063, 0.79671813])"
670,CG15529,CG15529,"array([0.14214008, 0.73604039])"
671,skpA,skpA,"array([0.0521499, 0.9758599])"
672,GstE10,GstE10,"array([0.33310325, 0.45724113])"
673,Syt1,Syt1,"array([0.01895006, 1.26512296])"
674,CG3448,CG3448,"array([-0.10011318,  0.37655626])"
675,skpB,skpB,"array([0.0144727 , 0.95754435])"
676,CG14957,CG14957,"array([0.10299304, 0.46040851])"
677,CG10809,CG10809,"array([-0.07364143,  1.20518369])"
678,Nup214,Nup214,"array([0.10107709, 0.93018851])"
679,eIF4G,eIF4G,"array([0.34178658, 1.04002698])"
680,Srp9,Srp9,"array([0.40616408, 1.17843273])"
681,tey,tey,"array([0.61092675, 0.90169065])"
682,CG10814,CG10814,"array([0.00177837, 0.85494672])"
683,CG4301,CG4301,"array([-0.37760843,  1.03209892])"
684,CG10822,CG10822,"array([0.31386956, 0.60766757])"
685,Drep-1,Drep-1,"array([0.36294764, 0.86476216])"
686,Cyp28d1,Cyp28d1,"array([0.59941172, 0.31076095])"
687,EDTP,EDTP,"array([0.41622326, 0.56570081])"
688,robl22E,robl22E,"array([0.44470498, 1.17501939])"
689,CG30409,CG30409,"array([0.3675115 , 1.44213821])"
690,CG31275,CG31275,"array([0.5129425 , 1.37091528])"
691,Cyp4p1,Cyp4p1,"array([0.68555331, 0.27824592])"
692,CG7387,CG7387,"array([0.45471021, 0.53847017])"
693,dyn-p25,dyn-p25,"array([0.24153683, 0.87271986])"
694,CG13081,CG13081,"array([0.33610788, 0.50735148])"
695,\"l(2)37Ce\",\"l(2)37Ce\","array([0.38650755, 0.95191481])"
696,CG17652,CG17652,"array([-0.00339537,  1.04390387])"
697,ntc,ntc,"array([0.18990645, 0.81880375])"
698,skpF,skpF,"array([-0.11130581,  0.87356806])"
699,CG8979,CG8979,"array([0.46670969, 0.76841246])"
700,CoVa,CoVa,"array([0.23987875, 0.80907514])"
701,Vha26,Vha26,"array([0.32904419, 0.87039999])"
702,VhaSFD,VhaSFD,"array([0.33500407, 0.70284948])"
703,Vha13,Vha13,"array([0.3860009 , 1.08258174])"
704,gho,gho,"array([0.23223026, 0.66475608])"
705,CG6443,CG6443,"array([0.06677311, 0.47106631])"
706,CG10887,CG10887,"array([0.57644357, 0.71248845])"
707,CG12674,CG12674,"array([0.88779675, 0.58780729])"
708,Dip-B,Dip-B,"array([0.45566988, 0.75286705])"
709,CG10889,CG10889,"array([0.51596608, 1.03118339])"
710,CG15658,CG15658,"array([0.49768783, 0.79743781])"
711,osk,osk,"array([0.17430357, 0.83312567])"
712,CG15185,CG15185,"array([0.18626449, 0.51596355])"
713,CG10903,CG10903,"array([-0.49462376,  0.66733985])"
714,CG9527,CG9527,"array([-0.12345384,  0.79066875])"
715,CG10909,CG10909,"array([0.61815418, 0.54871568])"
716,CG11148,CG11148,"array([0.24516112, 0.71249086])"
717,CG1091,CG1091,"array([-0.09706671,  0.79760733])"
718,CG2709,CG2709,"array([0.04419456, 0.64868601])"
719,CG10911,CG10911,"array([0.58936778, 1.55137666])"
720,CG42336,CG42336,"array([0.57904573, 1.29196798])"
721,Spn6,Spn6,"array([0.54204252, 0.60649594])"
722,oho23B,oho23B,"array([0.32844583, 0.8026654 ])"
723,bdg,bdg,"array([0.24974754, 0.7023421 ])"
724,CG15676,CG15676,"array([0.04470329, 0.85136901])"
725,GstE1,GstE1,"array([0.20400931, 0.97426879])"
726,CG7009,CG7009,"array([-0.53317889,  0.94664578])"
727,CG11982,CG11982,"array([-0.44577332,  0.47233892])"
728,CG1092,CG1092,"array([0.49925325, 0.85117781])"
729,CG8187,CG8187,"array([0.30401506, 0.6135483 ])"
730,La,La,"array([0.25934563, 1.1594215 ])"
731,Cdc27,Cdc27,"array([-0.09568295,  1.16113824])"
732,CG10924,CG10924,"array([0.43830556, 1.77326598])"
733,CG14061,CG14061,"array([0.48518228, 1.97657716])"
734,CG33129,CG33129,"array([0.16451581, 0.69918379])"
735,Tollo,Tollo,"array([0.25301866, 0.23948968])"
736,Prosalpha5,Prosalpha5,"array([0.50635311, 0.83392768])"
737,CG7156,CG7156,"array([0.42466576, 0.53576386])"
738,CG10943,CG10943,"array([0.28682829, 0.87443472])"
739,CG2023,CG2023,"array([0.43148932, 1.00781208])"
740,CG10947,CG10947,"array([-0.44790836,  0.62448594])"
741,CG32354,CG32354,"array([-0.05834642,  0.78684376])"
742,CG10948,CG10948,"array([0.18056861, 0.58754454])"
743,CG6763,CG6763,"array([0.44567676, 0.59854732])"
744,Edg78E,Edg78E,"array([0.31488342, 0.21028414])"
745,CG10949,CG10949,"array([0.3623694 , 0.58161686])"
746,CG14315,CG14315,"array([0.38854654, 0.54996717])"
747,Fer1HCH,Fer1HCH,"array([0.34284211, 0.69142522])"
748,Arr1,Arr1,"array([0.12788316, 0.89792326])"
749,CG6683,CG6683,"array([0.48922353, 0.47482171])"
750,CG9948,CG9948,"array([0.33561088, 0.42560935])"
751,Arc-p34,Arc-p34,"array([0.47612172, 0.73849305])"
752,Crc,Crc,"array([0.32082983, 0.83884912])"
753,Rtf1,Rtf1,"array([-0.35353994,  0.43612077])"
754,CG10959,CG10959,"array([-0.07914485,  0.52495684])"
755,CG13151,CG13151,"array([-0.04869407,  0.41368775])"
756,Gprk1,Gprk1,"array([-0.2995965 ,  0.24886426])"
757,wek,wek,"array([0.02248415, 0.79015702])"
758,Traf6,Traf6,"array([0.01057773, 1.01041193])"
759,brn,brn,"array([-0.09445696,  1.29965579])"
760,CG6220,CG6220,"array([-0.14588962,  1.01982297])"
761,CG7974,CG7974,"array([-0.13449524,  0.8615983 ])"
762,Corp,Corp,"array([0.7783824 , 0.88609619])"
763,CG8003,CG8003,"array([1.15888736, 0.9417604 ])"
764,Hip1,Hip1,"array([0.14248795, 0.76601353])"
765,Gr58b,Gr58b,"array([0.02763183, 0.36793597])"
766,CG14410,CG14410,"array([0.20174713, 0.66035494])"
767,CG6733,CG6733,"array([0.25199302, 1.08360559])"
768,cert,cert,"array([0.33892836, 1.0925505 ])"
769,CG33523,CG33523,"array([0.34617456, 1.16442996])"
770,Sirt7,Sirt7,"array([0.09817651, 1.0452812 ])"
771,CG13477,CG13477,"array([0.37004107, 1.05618261])"
772,CG15306,CG15306,"array([0.39687377, 0.91656475])"
773,por,por,"array([0.3466783 , 1.31245518])"
774,jagn,jagn,"array([0.49152265, 0.94837195])"
775,CG16853,CG16853,"array([0.6949468 , 1.03853183])"
776,CG10979,CG10979,"array([0.02939954, 0.69167468])"
777,CG18135,CG18135,"array([-0.0832337 ,  0.78233634])"
778,CG10981,CG10981,"array([0.12240852, 0.79661027])"
779,CG15124,CG15124,"array([0.19519826, 0.76073405])"
780,CG4218,CG4218,"array([0.04250899, 0.36154174])"
781,CG5516,CG5516,"array([0.10401589, 0.63236996])"
782,\"l(1)dd4\",\"l(1)dd4\","array([-0.11527125,  0.43645169])"
783,CG9850,CG9850,"array([-0.17589051,  0.61431792])"
784,Dap160,Dap160,"array([0.01801858, 0.9490491 ])"
785,CG15022,CG15022,"array([0.11732966, 0.77379247])"
786,drongo,drongo,"array([-0.05024909,  0.74760091])"
787,RASSF8,RASSF8,"array([0.07070325, 0.86782396])"
788,CG10996,CG10996,"array([0.28284398, 1.57253652])"
789,FK506-bp2,FK506-bp2,"array([0.34177017, 0.87703494])"
790,CG11486,CG11486,"array([0.04556412, 0.83847954])"
791,CG42588,CG42588,"array([-0.0915126 ,  0.65403256])"
792,Cks85A,Cks85A,"array([-0.02118365,  0.93538001])"
793,CG11009,CG11009,"array([-0.08325046,  0.47856094])"
794,CG14119,CG14119,"array([0.07952624, 0.783661  ])"
795,CG3529,CG3529,"array([0.13135928, 0.57783273])"
796,Aly,Aly,"array([-0.10724874,  1.06087426])"
797,CG17003,CG17003,"array([0.13239075, 1.24574769])"
798,Or45a,Or45a,"array([-0.48255492,  1.33955117])"
799,CG9775,CG9775,"array([-0.0792669 ,  0.65457818])"
800,cl,cl,"array([0.78661573, 0.82484336])"
801,Trxr-1,Trxr-1,"array([0.40851683, 0.80953017])"
802,isopeptidase-T-3,isopeptidase-T-3,"array([0.46078244, 0.29750288])"
803,CG11409,CG11409,"array([0.35014756, 0.13292189])"
804,CG11033,CG11033,"array([-0.44792987,  0.29101449])"
805,CG5862,CG5862,"array([0.39151095, 0.97297955])"
806,CG11048,CG11048,"array([0.48575882, 0.61137421])"
807,Prosbeta7,Prosbeta7,"array([0.40131326, 0.87156883])"
808,Nplp2,Nplp2,"array([0.41950029, 0.63714097])"
809,Eig71Ek,Eig71Ek,"array([0.72750333, 0.41344419])"
810,CG11052,CG11052,"array([-0.23085623,  0.94417636])"
811,CG11055,CG11055,"array([-0.14780075,  0.77855672])"
812,CG6766,CG6766,"array([0.134286  , 0.58785831])"
813,CG7724,CG7724,"array([-0.39192114,  1.01188692])"
814,GM130,GM130,"array([0.15941873, 0.72461591])"
815,Cpr64Ad,Cpr64Ad,"array([0.02358323, 0.75277003])"
816,CG6073,CG6073,"array([0.29778772, 0.47032281])"
817,CG9293,CG9293,"array([0.24773401, 0.65502495])"
818,Rfabg,Rfabg,"array([0.35014749, 0.73360043])"
819,blw,blw,"array([0.27262674, 0.868475  ])"
820,CG11076,CG11076,"array([0.17354415, 0.78331524])"
821,CG9890,CG9890,"array([-0.05854708,  0.88450134])"
822,CG34424,CG34424,"array([-0.21983634,  0.34287754])"
823,plexA,plexA,"array([0.07267354, 1.2379242 ])"
824,CG15293,CG15293,"array([0.16385871, 1.04192445])"
825,CG5866,CG5866,"array([-0.21977671,  1.08598463])"
826,Gadd45,Gadd45,"array([0.00703971, 1.04892489])"
827,Hnf4,Hnf4,"array([0.0132597 , 1.17063273])"
828,CG11092,CG11092,"array([0.09498675, 0.90903219])"
829,fd85E,fd85E,"array([-0.18093348,  0.84662745])"
830,dsx,dsx,"array([0.00111848, 0.87241289])"
831,Cas,Cas,"array([-0.15716805,  0.75575567])"
832,C901,C901,"array([-6.82281134e-04,  9.68775025e-01])"
833,CG34168,CG34168,"array([-0.02786538,  0.8495023 ])"
834,pwn,pwn,"array([-0.28997208,  0.98167408])"
835,CG16947,CG16947,"array([-0.1790238 ,  1.00928837])"
836,CG11120,CG11120,"array([0.12201593, 0.67295659])"
837,Jupiter,Jupiter,"array([0.38380752, 0.77791517])"
838,CG5033,CG5033,"array([-0.21186885,  0.89642434])"
839,gro,gro,"array([0.12698276, 1.06942319])"
840,Sobp,Sobp,"array([0.43556131, 1.2906458 ])"
841,eya,eya,"array([0.14387649, 1.0425078 ])"
842,sPLA2,sPLA2,"array([-0.27757959,  0.19758979])"
843,mRpS17,mRpS17,"array([-0.07234214,  0.48380891])"
844,CG11125,CG11125,"array([0.18207177, 0.45270585])"
845,CG13868,CG13868,"array([0.51432461, 0.60526642])"
846,Cdlc2,Cdlc2,"array([0.05487047, 0.64328986])"
847,CG11127,CG11127,"array([0.67050077, 0.81004755])"
848,slif,slif,"array([0.08081542, 0.62210845])"
