# index, name, code, _pos
306,Bad Blumau <62202>,GRBEZAKT-622,"array([-2.54385367,  2.37424635])"
307,Kufstein <70513>,GRBEZAKT-705,"array([-2.51173165,  2.40405857])"
308,Rotenturm an der Pinka <10921>,GRBEZAKT-109,"array([-2.5455731 ,  2.36230892])"
309,Weiden bei Rechnitz <10926>,GRBEZAKT-109,"array([-2.54587857,  2.35519108])"
310,Guntramsdorf <31710>,GRBEZAKT-317,"array([-2.51974112,  2.37373092])"
311,Lackenbach <10808>,GRBEZAKT-108,"array([-2.53516546,  2.35008674])"
312,Schweiggers <32525>,GRBEZAKT-325,"array([-2.4907538 ,  2.34777992])"
313,Oberdorf im Burgenland <10915>,GRBEZAKT-109,"array([-2.55538308,  2.36511491])"
314,Unterwart <10925>,GRBEZAKT-109,"array([-2.55413439,  2.36002402])"
315,Eberstalzell <41805>,GRBEZAKT-418,"array([-2.48268359,  2.39982203])"
316,Kirchberg in Tirol <70409>,GRBEZAKT-704,"array([-2.5135802 ,  2.40278146])"
317,Wolfau <10928>,GRBEZAKT-109,"array([-2.54272603,  2.36589912])"
318,Waidhofen an der Thaya <32220>,GRBEZAKT-322,"array([-2.49906228,  2.35689023])"
319,Grafendorf bei Hartberg <62268>,GRBEZAKT-622,"array([-2.54141514,  2.36757268])"
320,Pöllau <62275>,GRBEZAKT-622,"array([-2.54035678,  2.37575223])"
321,Rohr im Burgenland <10425>,GRBEZAKT-104,"array([-2.56440453,  2.3549459 ])"
322,Weichselbaum <10510>,GRBEZAKT-105,"array([-2.55889431,  2.36355315])"
323,Breitenfurt bei Wien <31703>,GRBEZAKT-317,"array([-2.50664451,  2.37483076])"
324,Deutsch Goritz <62377>,GRBEZAKT-623,"array([-2.55381376,  2.37908426])"
325,Kemeten <10907>,GRBEZAKT-109,"array([-2.53865611,  2.36751546])"
326,Hallein <50205>,GRBEZAKT-502,"array([-2.50754438,  2.3949267 ])"
327,Feldkirchen bei Graz <60608>,GRBEZAKT-606,"array([-2.5321637,  2.3903693])"
328,Strallegg <61750>,GRBEZAKT-617,"array([-2.56252869,  2.37092652])"
329,Ebersdorf <62209>,GRBEZAKT-622,"array([-2.55828934,  2.36642979])"
330,Loipersdorf bei Fürstenfeld <62273>,GRBEZAKT-622,"array([-2.5476142,  2.3741789])"
331,Rohr bei Hartberg <62276>,GRBEZAKT-622,"array([-2.54696005,  2.36845005])"
332,Bad Radkersburg <62376>,GRBEZAKT-623,"array([-2.5389039 ,  2.38697488])"
333,Mieders <70328>,GRBEZAKT-703,"array([-2.50223583,  2.42229826])"
334,Radenthein <20630>,GRBEZAKT-206,"array([-2.52776572,  2.3932389 ])"
335,Strasshof an der Nordbahn <30856>,GRBEZAKT-308,"array([-2.51171504,  2.36678631])"
336,Mauthausen <41111>,GRBEZAKT-411,"array([-2.4910708 ,  2.37623441])"
337,Bad Gastein <50403>,GRBEZAKT-504,"array([-2.50948626,  2.38977366])"
338,Sankt Georgen an der Stiefing <61055>,GRBEZAKT-610,"array([-2.56073322,  2.38891651])"
339,Dechantskirchen <62265>,GRBEZAKT-622,"array([-2.54636253,  2.35814951])"
340,Litzelsdorf <10909>,GRBEZAKT-109,"array([-2.54172272,  2.36432494])"
341,Langkampfen <70515>,GRBEZAKT-705,"array([-2.51220757,  2.41240481])"
342,Markt Allhau <10912>,GRBEZAKT-109,"array([-2.53637746,  2.37390666])"
343,Gössendorf <60611>,GRBEZAKT-606,"array([-2.54109121,  2.38846815])"
344,Kitzeck im Sausal <61019>,GRBEZAKT-610,"array([-2.55631834,  2.38895145])"
345,Wörterberg <10419>,GRBEZAKT-104,"array([-2.55809285,  2.36067765])"
346,Großmürbisch <10420>,GRBEZAKT-104,"array([-2.53181312,  2.41719071])"
347,Tschanigraben <10423>,GRBEZAKT-104,"array([-2.57540973,  2.34461605])"
348,Heugraben <10424>,GRBEZAKT-104,"array([-2.57312344,  2.36096163])"
349,Bildein <10426>,GRBEZAKT-104,"array([-2.55933391,  2.34672681])"
350,Buch-St. Magdalena <62205>,GRBEZAKT-622,"array([-2.54743097,  2.3640886 ])"
351,Bisamberg <31201>,GRBEZAKT-312,"array([-2.50525027,  2.37623686])"
352,Vasoldsberg <60653>,GRBEZAKT-606,"array([-2.54276927,  2.38230635])"
353,Gleisdorf <61760>,GRBEZAKT-617,"array([-2.53696616,  2.38037019])"
354,Mariazell <62142>,GRBEZAKT-621,"array([-2.51233158,  2.38254892])"
355,Fehring <62378>,GRBEZAKT-623,"array([-2.53667315,  2.37799244])"
356,Sankt Veit an der Glan <20527>,GRBEZAKT-205,"array([-2.52388465,  2.39189381])"
357,Berndorf <30605>,GRBEZAKT-306,"array([-2.51717036,  2.37022749])"
358,Neunkirchen <31818>,GRBEZAKT-318,"array([-2.52045255,  2.36634592])"
359,Groß Sankt Florian <60346>,GRBEZAKT-603,"array([-2.54151857,  2.39115234])"
360,Lingenau <80225>,GRBEZAKT-802,"array([-2.55009811,  2.40992693])"
361,Minihof-Liebau <10505>,GRBEZAKT-105,"array([-2.55660122,  2.36792546])"
362,Neuhaus am Klausenbach <10507>,GRBEZAKT-105,"array([-2.55653118,  2.37356071])"
363,Althofen <20501>,GRBEZAKT-205,"array([-2.52514492,  2.39196073])"
364,Rennweg am Katschberg <20632>,GRBEZAKT-206,"array([-2.52908551,  2.41824795])"
365,Strengberg <30534>,GRBEZAKT-305,"array([-2.48576646,  2.3719141 ])"
366,Mistelbach <31633>,GRBEZAKT-316,"array([-2.51316646,  2.36182212])"
367,Münchendorf <31718>,GRBEZAKT-317,"array([-2.50861181,  2.37277204])"
368,Neulengbach <31926>,GRBEZAKT-319,"array([-2.50542397,  2.3698375 ])"
369,Markt Piesting <32319>,GRBEZAKT-323,"array([-2.51651061,  2.36087981])"
370,Frankenmarkt <41710>,GRBEZAKT-417,"array([-2.49148414,  2.39943252])"
371,Bergheim <50303>,GRBEZAKT-503,"array([-2.50664795,  2.3949708 ])"
372,Piesendorf <50616>,GRBEZAKT-506,"array([-2.50866129,  2.40516171])"
373,Zell am See <50628>,GRBEZAKT-506,"array([-2.50953238,  2.39420542])"
374,Eggersdorf bei Graz <60661>,GRBEZAKT-606,"array([-2.5388743 ,  2.37891543])"
375,Ottendorf an der Rittschein <62232>,GRBEZAKT-622,"array([-2.55760846,  2.3711472 ])"
376,Großwilfersdorf <62269>,GRBEZAKT-622,"array([-2.54773326,  2.37198426])"
377,Eichkögl <62314>,GRBEZAKT-623,"array([-2.56344231,  2.38252988])"
378,Unterlamm <62372>,GRBEZAKT-623,"array([-2.55837185,  2.37564788])"
379,Gnas <62380>,GRBEZAKT-623,"array([-2.54637079,  2.38220608])"
380,Pfaffenhofen <70340>,GRBEZAKT-703,"array([-2.52611173,  2.42367583])"
381,Fieberbrunn <70403>,GRBEZAKT-704,"array([-2.51118586,  2.39962889])"
382,Höchst <80217>,GRBEZAKT-802,"array([-2.52938419,  2.40009048])"
383,Ladendorf <31630>,GRBEZAKT-316,"array([-2.52556364,  2.35727596])"
384,Preding <60324>,GRBEZAKT-603,"array([-2.55104084,  2.39276524])"
385,Sankt Nikolai im Sausal <61033>,GRBEZAKT-610,"array([-2.54318889,  2.39468816])"
386,Asperhofen <31902>,GRBEZAKT-319,"array([-2.49708845,  2.36758093])"
387,Waizenkirchen <40831>,GRBEZAKT-408,"array([-2.47668543,  2.39522041])"
388,Voitsberg <61625>,GRBEZAKT-616,"array([-2.53596396,  2.38542583])"
389,Sankt Ruprecht an der Raab <61765>,GRBEZAKT-617,"array([-2.5448528 ,  2.37881673])"
390,Bruck an der Mur <62139>,GRBEZAKT-621,"array([-2.52424944,  2.38320083])"
391,Scharten <40511>,GRBEZAKT-405,"array([-2.47841868,  2.39414579])"
392,Birkfeld <61757>,GRBEZAKT-617,"array([-2.54739013,  2.3786503 ])"
393,Kapfenstein <62332>,GRBEZAKT-623,"array([-2.56041092,  2.37807081])"
394,Sankt Anna am Aigen <62387>,GRBEZAKT-623,"array([-2.55712245,  2.380402  ])"
395,Trofaiach <61120>,GRBEZAKT-611,"array([-2.52652604,  2.38629288])"
396,Mühlgraben <10512>,GRBEZAKT-105,"array([-2.57229939,  2.37445429])"
397,Scheifling <61444>,GRBEZAKT-614,"array([-2.52689708,  2.4003949 ])"
398,Großsteinbach <62216>,GRBEZAKT-622,"array([-2.56205664,  2.37361678])"
399,Nenzing <80116>,GRBEZAKT-801,"array([-2.53285785,  2.40613877])"
400,Feldkirch <80404>,GRBEZAKT-804,"array([-2.52627787,  2.39859405])"
401,Hannersdorf <10906>,GRBEZAKT-109,"array([-2.55021045,  2.35310781])"
402,Langenrohr <32119>,GRBEZAKT-321,"array([-2.5041298 ,  2.36276504])"
403,Kirchberg an der Raab <62382>,GRBEZAKT-623,"array([-2.54915861,  2.38277723])"
404,Horitschon <10805>,GRBEZAKT-108,"array([-2.53097847,  2.35687057])"
405,Neuberg an der Mürz <62144>,GRBEZAKT-621,"array([-2.52596785,  2.37777757])"
406,Sigleß <10614>,GRBEZAKT-106,"array([-2.54352822,  2.34910134])"
407,Reutte <70828>,GRBEZAKT-708,"array([-2.52222718,  2.42158116])"
408,Deutsch-Wagram <30808>,GRBEZAKT-308,"array([-2.51303606,  2.36482827])"
409,Ried im Innkreis <41225>,GRBEZAKT-412,"array([-2.48978562,  2.39703235])"
410,Pamhagen <10716>,GRBEZAKT-107,"array([-2.52693207,  2.34137613])"
411,Horn <31109>,GRBEZAKT-311,"array([-2.50509932,  2.35737634])"
412,Zöbern <31848>,GRBEZAKT-318,"array([-2.54233451,  2.35991371])"
413,Hofstetten-Grünau <31909>,GRBEZAKT-319,"array([-2.50016385,  2.35163429])"
414,Hohe Wand <32311>,GRBEZAKT-323,"array([-2.52839985,  2.37242443])"
415,Waldegg <32332>,GRBEZAKT-323,"array([-2.52069062,  2.35725178])"
416,Weikersdorf am Steinfelde <32334>,GRBEZAKT-323,"array([-2.53327153,  2.34253982])"
417,Kitzbühel <70411>,GRBEZAKT-704,"array([-2.50937756,  2.40072148])"
418,Mannersdorf an der Rabnitz <10811>,GRBEZAKT-108,"array([-2.52054741,  2.35227807])"
419,Raiding <10819>,GRBEZAKT-108,"array([-2.53656589,  2.33922599])"
420,Unterrabnitz-Schwendgraben <10826>,GRBEZAKT-108,"array([-2.53662032,  2.32948967])"
421,Aspang-Markt <31802>,GRBEZAKT-318,"array([-2.52938437,  2.35296864])"
422,Breitenau <31804>,GRBEZAKT-318,"array([-2.51807302,  2.344248  ])"
423,Edlitz <31807>,GRBEZAKT-318,"array([-2.51884956,  2.35057313])"
424,Gloggnitz <31810>,GRBEZAKT-318,"array([-2.526328  ,  2.36576173])"
425,Pitten <31823>,GRBEZAKT-318,"array([-2.51703705,  2.35540251])"
426,Prigglitz <31825>,GRBEZAKT-318,"array([-2.54002633,  2.33244168])"
427,Sankt Egyden am Steinfeld <31831>,GRBEZAKT-318,"array([-2.5257069 ,  2.36197316])"
428,Schwarzau am Steinfeld <31835>,GRBEZAKT-318,"array([-2.51767499,  2.36691792])"
429,Höflein an der Hohen Wand <31849>,GRBEZAKT-318,"array([-2.53025761,  2.34816488])"
430,Lichtenegg <32317>,GRBEZAKT-323,"array([-2.54035405,  2.34121406])"
431,Perg <41116>,GRBEZAKT-411,"array([-2.48868779,  2.37640721])"
432,Niederwaldkirchen <41323>,GRBEZAKT-413,"array([-2.46329177,  2.37472764])"
433,Seewalchen am Attersee <41739>,GRBEZAKT-417,"array([-2.49351883,  2.39170659])"
434,Anthering <50302>,GRBEZAKT-503,"array([-2.49703625,  2.39807184])"
435,Hennersdorf <31711>,GRBEZAKT-317,"array([-2.52803136,  2.36969629])"
436,Klaffer am Hochficht <41315>,GRBEZAKT-413,"array([-2.45881005,  2.39031298])"
437,Alland <30601>,GRBEZAKT-306,"array([-2.50799562,  2.37524663])"
438,Wallern im Burgenland <10721>,GRBEZAKT-107,"array([-2.53909923,  2.35733192])"
439,Waidhofen an der Ybbs <30301>,GRBEZAKT-303,"array([-2.49819891,  2.37498842])"
440,Pfaffstätten <30625>,GRBEZAKT-306,"array([-2.52127982,  2.37892827])"
441,Lassee <30830>,GRBEZAKT-308,"array([-2.52398215,  2.35733711])"
442,Göpfritz an der Wild <32505>,GRBEZAKT-325,"array([-2.50403475,  2.346819  ])"
443,Untertauern <50422>,GRBEZAKT-504,"array([-2.52543193,  2.41358062])"
444,Ardning <61206>,GRBEZAKT-612,"array([-2.50116123,  2.39901508])"
445,Haiming <70202>,GRBEZAKT-702,"array([-2.51724403,  2.42041235])"
446,Eben am Achensee <70907>,GRBEZAKT-709,"array([-2.50786769,  2.41122779])"
447,Potzneusiedl <10726>,GRBEZAKT-107,"array([-2.51619947,  2.348488  ])"
448,Ramsau am Dachstein <61236>,GRBEZAKT-612,"array([-2.51034319,  2.39886478])"
449,Bad Häring <70503>,GRBEZAKT-705,"array([-2.51967579,  2.41523231])"
450,Trautmannsdorf an der Leitha <30726>,GRBEZAKT-307,"array([-2.52420971,  2.36237148])"
451,Ebergassing <30729>,GRBEZAKT-307,"array([-2.52212167,  2.37393719])"
452,Aspangberg-Sankt Peter <31803>,GRBEZAKT-318,"array([-2.52983455,  2.35861214])"
453,Kramsach <70512>,GRBEZAKT-705,"array([-2.51137982,  2.41071307])"
454,Sierndorf <31226>,GRBEZAKT-312,"array([-2.51447643,  2.36548938])"
455,Payerbach <31821>,GRBEZAKT-318,"array([-2.52198734,  2.35563452])"
456,Draßmarkt <10802>,GRBEZAKT-108,"array([-2.54113387,  2.34694938])"
457,Grimmenstein <31812>,GRBEZAKT-318,"array([-2.51830483,  2.35436253])"
458,Reichenau an der Rax <31829>,GRBEZAKT-318,"array([-2.52475247,  2.37269931])"
459,Gablitz <31949>,GRBEZAKT-319,"array([-2.50639626,  2.3729571 ])"
460,Hochwolkersdorf <32310>,GRBEZAKT-323,"array([-2.53718824,  2.35837825])"
461,Timelkam <41743>,GRBEZAKT-417,"array([-2.49582821,  2.39187313])"
462,Hörbranz <80218>,GRBEZAKT-802,"array([-2.53113497,  2.39806967])"
463,Steinbach an der Steyr <40920>,GRBEZAKT-409,"array([-2.47213351,  2.3865791 ])"
464,Obervellach <20627>,GRBEZAKT-206,"array([-2.53101877,  2.4089992 ])"
465,Gföhl <31311>,GRBEZAKT-313,"array([-2.4971021 ,  2.35272676])"
466,Mönchhof <10712>,GRBEZAKT-107,"array([-2.53437818,  2.35705066])"
467,Podersdorf am See <10718>,GRBEZAKT-107,"array([-2.52130429,  2.35922195])"
468,Tadten <10720>,GRBEZAKT-107,"array([-2.51668966,  2.33790797])"
469,Waidmannsfeld <32331>,GRBEZAKT-323,"array([-2.5379192,  2.3535061])"
470,Apetlon <10702>,GRBEZAKT-107,"array([-2.51028802,  2.3502204 ])"
471,Gramastetten <41609>,GRBEZAKT-416,"array([-2.48471346,  2.38641425])"
472,Halbturn <10708>,GRBEZAKT-107,"array([-2.50831326,  2.34874591])"
473,Enzersdorf an der Fischa <30706>,GRBEZAKT-307,"array([-2.51028882,  2.36986373])"
474,Göttlesbrunn-Arbesthal <30708>,GRBEZAKT-307,"array([-2.50551701,  2.37851798])"
475,Haslau-Maria Ellend <30711>,GRBEZAKT-307,"array([-2.51890042,  2.3802168 ])"
476,Höflein <30712>,GRBEZAKT-307,"array([-2.53513332,  2.34377042])"
477,Rohrau <30721>,GRBEZAKT-307,"array([-2.52108023,  2.36477315])"
478,Hohenau an der March <30827>,GRBEZAKT-308,"array([-2.51581724,  2.36304319])"
479,Straß im Attergau <41741>,GRBEZAKT-417,"array([-2.48899472,  2.40323586])"
480,Übelbach <60651>,GRBEZAKT-606,"array([-2.54868494,  2.37936181])"
481,Pama <10715>,GRBEZAKT-107,"array([-2.52981753,  2.34135849])"
482,Bad Deutsch-Altenburg <30702>,GRBEZAKT-307,"array([-2.52374828,  2.35846133])"
483,Hundsheim <30715>,GRBEZAKT-307,"array([-2.52679207,  2.32951661])"
484,Retz <31037>,GRBEZAKT-310,"array([-2.50942677,  2.35717813])"
485,Ohlsdorf <40713>,GRBEZAKT-407,"array([-2.50017566,  2.3856251 ])"
486,Langenzersdorf <31214>,GRBEZAKT-312,"array([-2.51152817,  2.37028053])"
487,Dobersberg <32203>,GRBEZAKT-322,"array([-2.49183646,  2.35213649])"
488,Mürzzuschlag <62143>,GRBEZAKT-621,"array([-2.52301299,  2.37820336])"
489,Gumpoldskirchen <31709>,GRBEZAKT-317,"array([-2.51637951,  2.3687313 ])"
490,Nappersdorf-Kammersdorf <31028>,GRBEZAKT-310,"array([-2.50283265,  2.34706261])"
491,Blindenmarkt <31505>,GRBEZAKT-315,"array([-2.48650738,  2.36788402])"
492,Ebenthal in Kärnten <20402>,GRBEZAKT-204,"array([-2.51943802,  2.38882134])"
493,Berg <30703>,GRBEZAKT-307,"array([-2.51869943,  2.33310513])"
494,Petronell-Carnuntum <30718>,GRBEZAKT-307,"array([-2.52188444,  2.35274336])"
495,Prellenkirchen <30719>,GRBEZAKT-307,"array([-2.52431735,  2.34752461])"
496,Brand-Nagelberg <30903>,GRBEZAKT-309,"array([-2.49847537,  2.34670311])"
497,Bürmoos <50305>,GRBEZAKT-503,"array([-2.49861142,  2.40558617])"
498,Eckartsau <30813>,GRBEZAKT-308,"array([-2.53288673,  2.3604969 ])"
499,Mattighofen <40421>,GRBEZAKT-404,"array([-2.49532886,  2.40146546])"
500,Kirchdorf an der Krems <40905>,GRBEZAKT-409,"array([-2.49579683,  2.38957512])"
501,Kirchheim im Innkreis <41211>,GRBEZAKT-412,"array([-2.46737819,  2.42600937])"
502,Maishofen <50611>,GRBEZAKT-506,"array([-2.50478661,  2.40414067])"
503,Kappl <70609>,GRBEZAKT-706,"array([-2.52260765,  2.42800964])"
504,Bludesch <80104>,GRBEZAKT-801,"array([-2.53402531,  2.41176451])"
505,Klein-Neusiedl <30733>,GRBEZAKT-307,"array([-2.53532817,  2.35948478])"
506,Obersiebenbrunn <30842>,GRBEZAKT-308,"array([-2.52184998,  2.35159522])"
507,Untersiebenbrunn <30858>,GRBEZAKT-308,"array([-2.51099433,  2.35209073])"
508,Sankt Andrä-Wördern <32142>,GRBEZAKT-321,"array([-2.5051179,  2.3726662])"
509,Spital am Pyhrn <40918>,GRBEZAKT-409,"array([-2.49463739,  2.39580696])"
510,Dorfbeuern <50306>,GRBEZAKT-503,"array([-2.49163818,  2.41729762])"
511,Köflach <61631>,GRBEZAKT-616,"array([-2.53666961,  2.38391549])"
512,Hainfeld <31403>,GRBEZAKT-314,"array([-2.5055276 ,  2.36368061])"
513,Artstetten-Pöbring <31502>,GRBEZAKT-315,"array([-2.47071482,  2.35249306])"
514,Gnadendorf <31613>,GRBEZAKT-316,"array([-2.52048854,  2.3373416 ])"
515,Pyhra <31934>,GRBEZAKT-319,"array([-2.49596251,  2.36979146])"
516,Traismauer <31943>,GRBEZAKT-319,"array([-2.50185738,  2.36551129])"
517,Arnreit <41305>,GRBEZAKT-413,"array([-2.45346505,  2.3750564 ])"
518,Going am Wilden Kaiser <70404>,GRBEZAKT-704,"array([-2.50365822,  2.41511002])"
519,Alpbach <70501>,GRBEZAKT-705,"array([-2.50984437,  2.42578572])"
520,Scharndorf <30722>,GRBEZAKT-307,"array([-2.51382227,  2.35117369])"
521,Luftenberg an der Donau <41110>,GRBEZAKT-411,"array([-2.48801699,  2.37890792])"
522,Nötsch im Gailtal <20719>,GRBEZAKT-207,"array([-2.51622742,  2.40158281])"
523,Neckenmarkt <10813>,GRBEZAKT-108,"array([-2.53104347,  2.33974779])"
524,Pilgersdorf <10817>,GRBEZAKT-108,"array([-2.53289636,  2.36656385])"
525,Riedlingsdorf <10920>,GRBEZAKT-109,"array([-2.54167032,  2.37103184])"
526,Frantschach-Sankt Gertraud <20905>,GRBEZAKT-209,"array([-2.52948863,  2.39803943])"
527,Edelstal <10727>,GRBEZAKT-107,"array([-2.51906962,  2.32685004])"
528,Schladming <61265>,GRBEZAKT-612,"array([-2.51287967,  2.39052454])"
529,Sankt Peter am Hart <40438>,GRBEZAKT-404,"array([-2.49218675,  2.40609572])"
530,Lackendorf <10824>,GRBEZAKT-108,"array([-2.53159878,  2.32940449])"
531,Reichenfels <20912>,GRBEZAKT-209,"array([-2.53499808,  2.38616705])"
532,Krumbach <32315>,GRBEZAKT-323,"array([-2.52632708,  2.35419234])"
533,Großwarasdorf <10804>,GRBEZAKT-108,"array([-2.53167702,  2.34984986])"
534,Guntersdorf <31014>,GRBEZAKT-310,"array([-2.51406118,  2.3364187 ])"
535,Gleinstätten <61051>,GRBEZAKT-610,"array([-2.54777235,  2.39021176])"
536,Kainach bei Voitsberg <61630>,GRBEZAKT-616,"array([-2.56016109,  2.38021193])"
537,Lutzmannsburg <10810>,GRBEZAKT-108,"array([-2.53704364,  2.3471782 ])"
538,Schwarzau im Gebirge <31836>,GRBEZAKT-318,"array([-2.52595336,  2.33608677])"
539,Traunkirchen <40718>,GRBEZAKT-407,"array([-2.4900739 ,  2.38146752])"
540,Sankt Georgen im Attergau <41734>,GRBEZAKT-417,"array([-2.50282193,  2.39056616])"
541,Hartberg Umgebung <62220>,GRBEZAKT-622,"array([-2.54472763,  2.37303961])"
542,Weingraben <10827>,GRBEZAKT-108,"array([-2.55110484,  2.33640028])"
543,Sigmundsherberg <31124>,GRBEZAKT-311,"array([-2.50651353,  2.34290106])"
544,Telfs <70357>,GRBEZAKT-703,"array([-2.5121237 ,  2.40864585])"
545,Unterkohlstätten <10924>,GRBEZAKT-109,"array([-2.52267468,  2.34697069])"
546,Hartl <62270>,GRBEZAKT-622,"array([-2.55379634,  2.36914573])"
547,Biedermannsdorf <31702>,GRBEZAKT-317,"array([-2.50923576,  2.3712465 ])"
548,Straß in Steiermark <61061>,GRBEZAKT-610,"array([-2.53634073,  2.38917957])"
549,Wörgl <70531>,GRBEZAKT-705,"array([-2.51186022,  2.40563499])"
550,Engelhartstetten <30814>,GRBEZAKT-308,"array([-2.51589414,  2.35709655])"
551,Sieghartskirchen <32131>,GRBEZAKT-321,"array([-2.50501296,  2.36853246])"
552,Zwentendorf an der Donau <32141>,GRBEZAKT-321,"array([-2.50703669,  2.36129725])"
553,Frastanz <80405>,GRBEZAKT-804,"array([-2.52915055,  2.40546192])"
554,Gramatneusiedl <30731>,GRBEZAKT-307,"array([-2.51487959,  2.36720533])"
555,Gänserndorf <30817>,GRBEZAKT-308,"array([-2.51246244,  2.3631744 ])"
556,Bad Mitterndorf <61255>,GRBEZAKT-612,"array([-2.51339901,  2.38491318])"
557,Loipersdorf-Kitzladen <10910>,GRBEZAKT-109,"array([-2.55269353,  2.36410726])"
558,Breitenstein <31805>,GRBEZAKT-318,"array([-2.5486676 ,  2.34793493])"
559,Eichgraben <31905>,GRBEZAKT-319,"array([-2.50398926,  2.37688399])"
560,Attnang-Puchheim <41703>,GRBEZAKT-417,"array([-2.48986544,  2.38957276])"
561,Aurach am Hongar <41705>,GRBEZAKT-417,"array([-2.47518506,  2.39324917])"
562,Sankt Stefan ob Stainz <60348>,GRBEZAKT-603,"array([-2.5451025 ,  2.39418725])"
563,Wolfsgraben <31954>,GRBEZAKT-319,"array([-2.50293366,  2.37918956])"
564,Kainbach bei Graz <60623>,GRBEZAKT-606,"array([-2.53866712,  2.39058549])"
565,Steindorf am Ossiacher See <21009>,GRBEZAKT-210,"array([-2.51754887,  2.3948405 ])"
566,Ulrichskirchen-Schleinbach <31651>,GRBEZAKT-316,"array([-2.50774068,  2.36311701])"
567,Wiesfleck <10927>,GRBEZAKT-109,"array([-2.55370623,  2.35728733])"
568,Sankt Valentin <30531>,GRBEZAKT-305,"array([-2.49391382,  2.37837406])"
569,Hochneukirchen-Gschaidt <32309>,GRBEZAKT-323,"array([-2.54663992,  2.3530168 ])"
570,Herzogsdorf <41612>,GRBEZAKT-416,"array([-2.47112714,  2.38309594])"
571,Henndorf am Wallersee <50317>,GRBEZAKT-503,"array([-2.50009562,  2.3979123 ])"
572,Turnau <62135>,GRBEZAKT-621,"array([-2.53946819,  2.39234924])"
573,Mariasdorf <10911>,GRBEZAKT-109,"array([-2.54810198,  2.35848547])"
574,Sankt Florian <41013>,GRBEZAKT-410,"array([-2.49278787,  2.37769424])"
575,Weilbach <41235>,GRBEZAKT-412,"array([-2.46031791,  2.41705762])"
576,Albersdorf-Prebuch <61701>,GRBEZAKT-617,"array([-2.5549384 ,  2.37685892])"
577,Grafenschachen <10904>,GRBEZAKT-109,"array([-2.55107487,  2.35527958])"
578,Neustift an der Lafnitz <10929>,GRBEZAKT-109,"array([-2.56092632,  2.35795512])"
579,Friedberg <62211>,GRBEZAKT-622,"array([-2.54025441,  2.36646849])"
580,Gaschurn <80110>,GRBEZAKT-801,"array([-2.54191016,  2.41390226])"
581,Hürm <31513>,GRBEZAKT-315,"array([-2.4829552,  2.3528902])"
582,Hausmannstätten <60619>,GRBEZAKT-606,"array([-2.54220529,  2.38908668])"
583,Jochberg <70408>,GRBEZAKT-704,"array([-2.49587657,  2.41595765])"
584,Fügen <70909>,GRBEZAKT-709,"array([-2.5088428 ,  2.42025537])"
585,Schwaz <70926>,GRBEZAKT-709,"array([-2.51391983,  2.40808982])"
586,Lauterach <80224>,GRBEZAKT-802,"array([-2.53028403,  2.40280818])"
587,Schwanberg <60349>,GRBEZAKT-603,"array([-2.54186451,  2.39601548])"
588,Premstätten <60670>,GRBEZAKT-606,"array([-2.53422788,  2.38458998])"
589,Mitterdorf an der Raab <61729>,GRBEZAKT-617,"array([-2.55806428,  2.38952729])"
590,Treffen am Ossiacher See <20724>,GRBEZAKT-207,"array([-2.51762973,  2.39331404])"
591,Stubenberg <62256>,GRBEZAKT-622,"array([-2.54619434,  2.37475209])"
592,Traun <41021>,GRBEZAKT-410,"array([-2.4966513 ,  2.38547775])"
593,Lannach <60318>,GRBEZAKT-603,"array([-2.54443821,  2.38880435])"
594,Wenigzell <62262>,GRBEZAKT-622,"array([-2.55142891,  2.36298515])"
595,Diex <20802>,GRBEZAKT-208,"array([-2.55266816,  2.39826439])"
596,Bromberg <32325>,GRBEZAKT-323,"array([-2.53348272,  2.3556072 ])"
597,Imst <70203>,GRBEZAKT-702,"array([-2.51234564,  2.41350582])"
598,Badersdorf <10931>,GRBEZAKT-109,"array([-2.56435706,  2.34408439])"
599,Finkenstein am Faaker See <20711>,GRBEZAKT-207,"array([-2.52095702,  2.39464532])"
600,Inzersdorf im Kremstal <40904>,GRBEZAKT-409,"array([-2.48069697,  2.39878087])"
601,Goldegg <50410>,GRBEZAKT-504,"array([-2.50462247,  2.39152753])"
602,Bruck an der Großglocknerstraße <50602>,GRBEZAKT-506,"array([-2.50332024,  2.39960954])"
603,Oberhaag <61024>,GRBEZAKT-610,"array([-2.54561612,  2.39616029])"
604,Sankt Gallen <61264>,GRBEZAKT-612,"array([-2.50670737,  2.38571058])"
605,Pischelsdorf am Kulm <61764>,GRBEZAKT-617,"array([-2.55093118,  2.37801633])"
606,Hittisau <80216>,GRBEZAKT-802,"array([-2.54243669,  2.41123521])"
607,Spittal an der Drau <20635>,GRBEZAKT-206,"array([-2.52313357,  2.39612762])"
608,Hinterbrühl <31712>,GRBEZAKT-317,"array([-2.51049102,  2.37260169])"
609,Mönichkirchen <31815>,GRBEZAKT-318,"array([-2.54354706,  2.35373766])"
610,Neufelden <41321>,GRBEZAKT-413,"array([-2.47187294,  2.38022269])"
611,Wildon <61059>,GRBEZAKT-610,"array([-2.5396437 ,  2.38961958])"
612,Lafnitz <62226>,GRBEZAKT-622,"array([-2.54031306,  2.36411991])"
613,Rohrbach an der Lafnitz <62277>,GRBEZAKT-622,"array([-2.54330191,  2.37120404])"
614,Sankt Corona am Wechsel <31830>,GRBEZAKT-318,"array([-2.55073922,  2.34259134])"
